date,day,min_temp,max_temp,rainfall_mm,evap_mm,sun_hours,max_wind_gust_dir,max_wind_gust_km_h,max_wind_gust_time,temp_9am,RH_9am,cloud_8th_9am,wind_dir_9am,wind_spd_km_h_9am,MSLP_hPa_9am,temp_3pm,RH_3pm,cloud_8th_3pm,wind_dir_3pm,wind_spd_km_h_3pm,MSLP_hPa_3pm,month,station
7,Fr,15.9,21.4,0.8,,,SSE,48,00:48,17.1,87,7,S,26,1025.5,20.6,81,7,SSE,17,1023.9,201906,4078
8,Sa,17.1,21.5,1.4,,,S,52,08:22,19.4,84,6,S,28,1025.6,20.2,80,7,S,26,1022.9,201906,4078
9,Su,17.7,22.6,0.6,,,S,35,00:04,19.5,89,8,SSE,17,1021.7,21.4,83,8,SSE,17,1018.5,201906,4078
10,Mo,18.1,23.7,0,,,SSE,33,10:33,20.4,88,8,S,17,1021.3,22.2,80,,SE,15,1018.4,201906,4078
11,Tu,17.5,22.4,0.2,,,SSE,33,13:55,20.0,90,6,S,20,1022.2,21.8,79,7,SSE,19,1019.3,201906,4078
12,We,17.8,23.5,0.2,,,S,33,08:31,19.9,86,8,S,19,1021.5,22.7,78,,SSE,17,1018.4,201906,4078
13,Th,17.7,23.4,0.8,,,S,30,12:10,20.2,96,8,S,13,1020.4,22.4,79,8,SSE,13,1016.9,201906,4078
14,Fr,16.7,23.2,1.2,,,SE,24,11:59,19.0,95,7,SW,11,1019.6,21.8,82,,ESE,11,1016.1,201906,4078
15,Sa,15.4,23.3,0.4,,,S,24,09:43,19.4,95,,SSW,11,1019.0,21.9,81,,SE,13,1016.0,201906,4078
16,Su,16.8,24.0,0,,,WSW,19,04:38,22.0,80,6,WSW,9,1018.9,22.3,82,8,SE,9,1016.0,201906,4078
17,Mo,16.7,23.7,0.2,,,SE,20,13:56,19.8,94,,NW,2,1018.2,22.0,81,,ESE,13,1015.0,201906,4078
18,Tu,12.9,21.4,0.2,,,S,33,09:21,17.4,61,,S,15,1019.2,20.3,54,,ESE,11,1015.7,201906,4078
19,We,10.1,21.4,0,,,S,33,11:32,15.8,65,,SW,11,1019.9,20.8,51,,SE,15,1016.8,201906,4078
20,Th,10.1,22.1,0,,,SSW,24,10:32,15.0,62,,SW,11,1020.1,21.2,55,,SE,13,1017.1,201906,4078
21,Fr,11.6,21.5,0,,,S,44,23:51,16.2,67,,SW,13,1019.5,20.9,64,,SSE,15,1016.9,201906,4078
22,Sa,7.9,18.9,0,,,S,44,00:16,12.6,51,,SSW,15,1020.2,18.0,49,,ESE,17,1017.5,201906,4078
23,Su,10.3,22.0,0,,,SSE,39,16:10,16.2,66,,SW,13,1018.5,20.7,69,4,SSE,22,1015.7,201906,4078
24,Mo,14.2,21.5,0,,,SSE,39,11:54,18.9,77,,S,19,1019.9,20.4,73,,SE,22,1018.4,201906,4078
25,Tu,13.1,21.0,0,,,S,46,11:23,17.7,74,,S,22,1022.7,20.0,52,,SSE,19,1020.0,201906,4078
26,We,11.5,21.7,0,,,S,46,23:22,18.0,76,,SSW,13,1022.3,20.7,71,,SSE,19,1019.6,201906,4078
27,Th,17.1,21.8,0,,,SSE,52,21:14,18.5,92,8,S,22,1022.1,19.7,94,8,S,26,1019.5,201906,4078
28,Fr,18.3,22.6,3.6,,,SSE,46,03:32,19.5,86,8,S,24,1023.3,21.5,78,8,SSE,22,1020.8,201906,4078
29,Sa,16.2,22.0,0.2,,,S,35,03:44,18.7,74,,S,20,1023.0,21.3,71,,SSE,15,1019.3,201906,4078
30,Su,13.8,22.9,0,,,SSE,35,12:25,19.2,79,,SSW,17,1020.5,21.8,71,,SE,15,1017.0,201906,4078
1,Mo,16.5,22.3,0,,,SSE,33,13:27,20.0,79,,S,13,1020.0,21.6,68,,SSE,19,1017.1,201907,4078
2,Tu,14.4,22.7,0,,,SSE,30,11:32,19.0,77,,SW,15,1019.0,22.0,68,1,SSE,9,1016.1,201907,4078
3,We,13.8,22.9,0,,,SSE,37,10:50,18.5,85,8,S,15,1019.1,21.2,73,8,SSE,19,1017.3,201907,4078
4,Th,18.4,21.7,0,,,SSE,52,17:25,20.4,78,8,S,26,1020.4,20.0,89,8,SSE,33,1017.7,201907,4078
5,Fr,16.9,18.8,12.6,,,S,57,11:38,17.0,98,7,SSW,22,1019.8,18.0,95,8,SSE,31,1017.0,201907,4078
6,Sa,16.8,21.1,59.4,,,SSE,52,00:14,18.5,99,8,S,20,1019.8,20.4,96,,SSE,17,1019.0,201907,4078
7,Su,18.5,21.0,11.8,,,SE,46,04:01,19.1,95,8,SSE,24,1023.1,20.7,89,8,SSE,24,1020.7,201907,4078
8,Mo,18.4,22.3,3.0,,,S,39,02:29,19.7,89,8,S,19,1022.5,20.7,82,8,SSE,17,1019.9,201907,4078
9,Tu,16.7,22.2,0.2,,,SSE,35,11:15,18.8,91,8,SSW,11,1021.3,21.0,85,8,SSE,13,1017.4,201907,4078
10,We,17.0,23.5,0.2,,,S,22,10:33,19.5,91,8,SSW,9,1020.6,21.8,83,,ESE,11,1017.4,201907,4078
11,Th,17.2,23.5,0,,,E,22,13:53,20.0,93,,S,6,1021.6,21.8,81,4,ENE,13,1018.7,201907,4078
12,Fr,13.6,22.3,0.2,,,WSW,19,07:17,17.8,85,,SW,11,1022.4,21.8,76,,ESE,9,1019.1,201907,4078
13,Sa,11.2,23.2,0,,,WSW,24,05:48,16.1,68,,WSW,11,1020.9,22.2,61,,E,9,1017.5,201907,4078
14,Su,13.0,19.9,0,,,S,54,05:48,17.0,49,,S,31,1021.9,19.3,49,,SSE,20,1018.3,201907,4078
15,Mo,7.6,19.2,0,,,S,43,09:07,14.3,47,,S,26,1022.7,18.5,51,,SE,11,1018.3,201907,4078
16,Tu,10.1,18.7,0,,,S,46,08:25,15.3,54,,S,26,1021.7,17.9,59,,ESE,13,1018.2,201907,4078
17,We,8.5,20.4,0,,,SSE,35,09:45,15.6,60,,SSW,15,1020.2,19.5,60,,SE,13,1017.4,201907,4078
18,Th,9.5,20.1,0,,,S,43,08:52,16.9,51,,S,28,1020.4,19.7,48,,ESE,11,1016.7,201907,4078
19,Fr,8.1,20.5,0,,,SSE,35,10:32,15.1,53,,SSW,13,1020.2,19.8,50,,SSE,19,1018.0,201907,4078
20,Sa,9.6,21.3,0,,,SSE,33,12:08,15.9,69,,SW,13,1021.2,20.8,69,4,SSE,17,1018.5,201907,4078
21,Su,14.7,21.5,0,,,SSE,37,11:34,18.7,79,3,S,19,1019.3,19.9,81,7,SSE,17,1015.8,201907,4078
22,Mo,16.3,22.9,0.8,,,SSE,31,13:30,19.7,84,8,S,13,1018.2,22.1,74,8,SSE,17,1015.5,201907,4078
23,Tu,16.0,22.1,0,,,SSE,26,09:57,18.9,88,8,S,13,1021.3,21.0,81,,ESE,9,1018.9,201907,4078
24,We,12.3,22.2,0.2,,,SSE,22,10:14,17.5,86,2,SW,11,1023.1,21.1,79,,SSE,11,1020.6,201907,4078
25,Th,11.0,22.1,0,,,S,26,09:58,17.8,70,,SSW,11,1022.6,21.2,73,,SE,9,1020.0,201907,4078
26,Fr,11.3,22.1,0.2,,,SSE,26,10:08,17.7,85,,SSW,15,1022.2,21.6,76,,SSE,13,1019.1,201907,4078
27,Sa,12.8,22.4,0,,,SSE,24,10:23,18.6,85,,SSW,11,1022.6,21.1,76,,SE,15,1019.0,201907,4078
28,Su,13.4,22.2,0.2,,,SE,26,12:33,18.3,86,,SW,11,1022.2,20.6,79,,ESE,11,1018.8,201907,4078
29,Mo,12.7,23.0,0.2,,,S,26,10:28,18.6,84,,SSW,13,1021.1,21.2,75,,SE,11,1017.5,201907,4078
30,Tu,12.7,22.1,0,,,SE,24,12:25,17.7,83,,SW,11,1020.8,21.0,80,,E,13,1017.5,201907,4078
31,We,14.0,22.7,0.4,,,S,31,11:27,18.0,96,8,SW,9,1021.9,21.9,69,,SSE,19,1020.0,201907,4078
